Index,City ID,City Name,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Date
132,3383427,Nieuw Nickerie,SR,5.95,-56.98,25.46,85,71,3.37,1585384385
133,1855342,Nishihara,JP,26.18,127.76,24.0,94,90,5.7,1585384386
134,3347719,Luena,AO,-11.78,19.92,21.0,94,40,2.21,1585384180
135,3374210,São Filipe,CV,14.9,-24.5,20.69,74,57,7.36,1585384386
136,2077895,Alice Springs,AU,-23.7,133.88,34.0,16,0,4.1,1585384386
137,3421319,Nuuk,GL,64.18,-51.72,-2.0,92,100,7.7,1585384386
138,3733861,Curillo,CO,1.03,-75.92,23.07,88,93,0.53,1585384387
139,2121025,Srednekolymsk,RU,67.45,153.68,-5.79,88,100,4.96,1585384387
140,6170031,Tuktoyaktuk,CA,69.45,-133.04,-28.26,88,83,4.41,1585384387
141,2449066,Tombouctou,ML,20.0,-3.0,30.45,15,100,2.61,1585384388
142,2126199,Cherskiy,RU,68.75,161.3,-8.51,87,100,8.32,1585384388
143,3466704,Castro,BR,-24.79,-50.01,14.66,70,74,2.61,1585384388
144,492944,Sim,RU,54.99,57.7,2.03,82,100,2.91,1585384389
145,1214488,Meulaboh,ID,4.14,96.13,29.55,75,79,3.13,1585384389
146,2030065,Mandalgovi,MN,45.76,106.27,5.62,24,0,8.08,1585384389
147,5282297,Bethel,US,41.37,-73.41,8.33,60,1,2.1,1585384292
148,2381334,Atar,MR,20.52,-13.05,19.25,36,92,5.8,1585384389
149,2742416,Barcelos,PT,41.54,-8.62,12.22,61,92,3.6,1585384390
150,2446796,Bilma,NE,18.69,12.92,32.05,10,85,5.29,1585384170
151,527321,Mezen',RU,65.85,44.24,2.03,96,100,4.06,1585384390
152,4231997,Avera,US,33.19,-82.53,21.11,90,1,2.1,1585384390
153,2449893,Tessalit,ML,20.2,1.01,31.75,10,6,4.61,1585384391
154,3839307,Rawson,AR,-43.3,-65.1,17.26,58,0,5.55,1585384391
155,2013279,Vostok,RU,46.49,135.88,-6.94,87,100,4.52,1585384391
156,3382867,Totness,SR,5.88,-56.32,25.23,87,39,4.47,1585384391
157,1638775,Payo,ID,-3.75,103.64,31.26,62,72,1.75,1585384392
158,3860443,Comodoro Rivadavia,AR,-45.87,-67.5,15.0,51,100,3.6,1585384201
159,3194351,Novo Mesto,SI,45.8,15.17,12.22,70,84,2.1,1585384392
160,5983720,Iqaluit,CA,63.75,-68.51,-21.67,69,5,3.1,1585384392
161,2137773,Vao,NC,-22.67,167.48,24.2,78,49,10.78,1585384393
162,5354943,Half Moon Bay,US,37.46,-122.43,12.0,87,90,2.1,1585384393
163,5962442,Goderich,CA,43.75,-81.72,5.56,73,100,6.71,1585384184
164,4033077,Vaitape,PF,-16.52,-151.75,28.87,68,11,4.22,1585384394
165,3696183,Iquitos,PE,-3.75,-73.25,24.0,94,75,4.1,1585384395
166,4035715,Avarua,CK,-21.21,-159.78,25.0,88,40,1.0,1585384278
167,1106677,Bambous Virieux,MU,-20.34,57.76,30.0,70,40,2.6,1585384395
168,1501365,Kupino,RU,54.37,77.3,-0.89,96,53,5.61,1585384395
169,4032420,Neiafu,TO,-18.65,-173.98,26.95,80,17,6.7,1585384396
170,4499379,Wilmington,US,34.23,-77.94,19.0,93,1,3.1,1585384203
171,1630789,Pontianak,ID,-0.03,109.33,28.87,81,76,3.37,1585384396
172,4513583,Hamilton,US,39.18,-84.53,16.67,100,90,2.09,1585384396
173,1789647,Xichang,CN,27.9,102.26,22.98,25,89,4.71,1585384397
174,2157698,Mildura,AU,-34.2,142.15,28.33,40,97,1.34,1585384397
175,1337607,Kudahuvadhoo,MV,2.67,72.89,28.91,63,9,3.59,1585384397
176,6089245,Norman Wells,CA,65.28,-126.83,-36.0,73,5,2.1,1585384397
177,662541,Voiceşti,RO,44.6,24.28,12.22,53,25,1.5,1585384398
178,5882953,Aklavik,CA,68.22,-135.01,-25.0,57,5,1.2,1585384398
179,1518262,Temirtau,KZ,50.05,72.95,2.0,59,75,7.0,1585384398
180,986717,Kruisfontein,ZA,-34.0,24.73,26.38,26,28,2.08,1585384399
181,3443061,Chui,UY,-33.7,-53.46,21.44,81,100,5.45,1585384399
182,2027316,Ayan,RU,56.45,138.17,-8.17,86,97,6.18,1585384399
183,2176639,Batemans Bay,AU,-35.72,150.18,21.11,74,100,4.47,1585384399
184,3353383,Rundu,NA,-17.93,19.77,22.0,68,96,3.1,1585384399
185,2138522,Poya,NC,-21.35,165.15,24.38,81,22,6.95,1585384400
186,6063191,Mackenzie,CA,55.3,-123.17,-10.0,85,90,1.5,1585384400
187,3416888,Grindavik,IS,63.84,-22.43,1.0,69,75,3.6,1585384400
188,1850523,Tateyama,JP,34.98,139.87,15.0,87,75,10.3,1585384400
189,4036284,Alofi,NU,-19.06,-169.92,25.0,94,2,1.0,1585384401
190,1538641,Kedrovyy,RU,56.17,91.82,1.0,74,40,7.0,1585384401
191,3598787,Champerico,GT,14.3,-91.92,25.79,76,3,2.88,1585384401
192,964432,Port Alfred,ZA,-33.59,26.89,20.56,78,43,0.89,1585384401
193,2012593,Zeya,RU,53.75,127.27,-4.44,90,73,2.21,1585384383
194,4470244,Havelock,US,34.88,-76.9,18.0,93,1,3.32,1585384402
195,2112802,Hasaki,JP,35.73,140.83,11.11,87,75,7.2,1585384402
196,945945,Upington,ZA,-28.45,21.26,29.0,18,0,5.7,1585384226
197,4031637,Lavrentiya,RU,65.58,-171.0,-17.71,87,62,5.94,1585384402
198,3418910,Upernavik,GL,72.79,-56.15,-8.26,96,100,16.43,1585384403
199,2313002,Matadi,CD,-5.82,13.45,31.34,62,53,0.53,1585384404
200,3456944,Mongaguá,BR,-24.09,-46.62,23.89,88,20,1.5,1585384167
201,3137469,Sørland,NO,67.67,12.69,-1.71,87,100,14.2,1585384404
202,2123814,Leningradskiy,RU,69.38,178.42,-25.06,82,0,5.9,1585384146
203,2184707,Wanaka,NZ,-44.7,169.15,7.78,62,77,0.45,1585384405
204,4791259,Virginia Beach,US,36.85,-75.98,15.56,93,90,4.6,1585384319
205,3386213,Touros,BR,-5.2,-35.46,24.0,94,40,2.1,1585384406
206,2638419,Scarborough,GB,54.28,-0.4,8.0,81,25,6.2,1585384170
207,2180815,Tuatapere,NZ,-46.13,167.68,10.0,86,3,0.45,1585384406
208,2278158,Buchanan,LR,5.88,-10.05,25.0,94,75,0.6,1585384406
209,2138555,Poum,NC,-20.23,164.02,26.29,76,94,8.54,1585384406
210,56166,Jilib,SO,0.49,42.79,35.84,40,60,3.66,1585384407
211,3374333,Praia,CV,14.92,-23.51,21.0,64,75,7.7,1585384342
212,5710035,West Wendover,US,40.74,-114.07,2.0,59,75,1.63,1585384407
213,3517970,Pochutla,MX,15.74,-96.47,25.94,61,0,4.62,1585384407
214,5851349,Nānākuli,US,21.39,-158.15,25.0,100,1,4.73,1585384407
215,3470137,Belmonte,BR,-15.86,-38.88,22.0,88,20,3.1,1585384408
216,2128975,Nemuro,JP,43.32,145.57,4.0,48,75,3.6,1585384408
217,191038,Kitui,KE,-1.37,38.01,20.55,67,100,2.46,1585384408
218,496934,Serdobsk,RU,52.46,44.22,3.73,88,100,3.88,1585384409
219,5847411,Kahului,US,20.89,-156.47,22.0,68,1,3.1,1585384383
220,3522804,Naranjos,MX,21.35,-97.68,22.59,92,15,2.73,1585384409
221,1623197,Tual,ID,-5.67,132.75,28.72,75,100,3.67,1585384410
222,2037485,Erenhot,CN,43.65,111.98,6.83,27,0,4.41,1585384410
223,1078553,Ampanihy,MG,-24.7,44.75,30.31,50,18,3.68,1585384410
224,315367,Erzurum Province,TR,40.0,41.5,5.0,80,75,6.2,1585384410
225,2192362,Christchurch,NZ,-43.53,172.63,12.22,81,9,2.1,1585383800
226,4845585,Westport,US,41.14,-73.36,9.44,60,1,3.1,1585384289
227,3461724,Gurupi,BR,-11.73,-49.07,22.27,87,100,0.79,1585384121
228,2980080,Saint-François,FR,46.42,3.91,8.33,80,90,1.0,1585384412
229,3377301,Mabaruma,GY,8.2,-59.78,23.2,90,63,1.69,1585384412
230,1006984,East London,ZA,-33.02,27.91,23.0,60,17,4.6,1585384413
231,1175365,Kalabagh,PK,32.97,71.56,20.58,50,52,1.57,1585384413
232,1267390,Kavaratti,IN,10.57,72.64,32.0,70,20,2.1,1585384413
233,5870133,Nome,US,64.5,-165.41,-13.04,92,100,4.44,1585384413
234,557140,Il’inskiy,RU,55.62,38.12,16.0,41,63,1.0,1585384414
235,5268253,Racine,US,42.75,-88.08,7.22,93,90,3.68,1585384414
236,6067472,Marystown,CA,47.17,-55.15,-0.74,96,73,6.49,1585384414
237,2126123,Chokurdakh,RU,70.63,147.92,-15.59,93,100,0.7,1585384414
238,2618814,Kjellerup,DK,56.29,9.44,8.33,70,22,6.2,1585384414
239,1512101,Agirish,RU,61.92,63.02,3.36,70,39,5.07,1585384415
240,1151063,Pran Buri,TH,12.38,99.91,33.0,66,13,6.7,1585384415
241,5044290,Saint Anthony,US,45.02,-93.22,9.0,81,90,2.1,1585384415
242,64814,Bandarbeyla,SO,9.49,50.81,28.42,63,60,5.51,1585384415
243,1503037,Kodinsk,RU,58.69,99.18,0.66,84,97,5.2,1585384415
244,340358,Dabat,ET,12.98,37.77,27.76,6,87,1.3,1585384416
245,3874579,Purranque,CL,-40.92,-73.17,10.0,100,90,0.5,1585384416
246,1622318,Waingapu,ID,-9.66,120.26,29.02,72,100,0.43,1585384416
247,3440777,Rocha,UY,-34.48,-54.33,19.04,90,100,3.83,1585384417
248,1168312,Pasni,PK,25.26,63.47,27.84,39,0,5.18,1585384417
249,2158767,Mareeba,AU,-17.0,145.43,27.0,74,59,2.6,1585384417
250,2014718,Tynda,RU,55.17,124.72,-5.71,90,100,2.98,1585384323
251,2630299,Hofn,IS,64.25,-15.21,-1.0,79,0,1.65,1585384417
252,2270385,Camacha,PT,33.08,-16.33,16.0,77,40,4.1,1585384418
253,5866583,Saint Paul Harbor,US,57.79,-152.41,4.0,55,1,8.2,1585384418
254,3533462,Acapulco de Juárez,MX,16.86,-99.89,24.0,94,5,1.0,1585384298
255,3430443,Necochea,AR,-38.55,-58.74,20.56,96,26,2.24,1585384418
256,2028028,Aksha,RU,50.28,113.29,8.07,33,0,4.19,1585384419
257,2514651,Los Llanos de Aridane,ES,28.66,-17.92,17.0,55,20,2.31,1585384419
258,2281120,Tabou,CI,4.42,-7.35,28.77,74,34,2.08,1585384419
259,3423146,Ilulissat,GL,69.22,-51.1,-4.0,68,100,5.7,1585384419
260,2074865,Carnarvon,AU,-24.87,113.63,29.0,62,3,7.7,1585384419
261,3576994,Cockburn Town,TC,21.46,-71.14,24.62,75,0,5.71,1585384153
262,2012956,Yerbogachën,RU,61.28,108.01,-1.12,88,100,5.69,1585384420
263,2013639,Verkhnevilyuysk,RU,63.45,120.32,-7.92,94,100,1.51,1585384420
264,3373652,Oistins,BB,13.07,-59.53,25.0,78,40,5.7,1585384420
265,286621,Salalah,OM,17.02,54.09,28.0,65,75,4.1,1585384420
266,3369174,Calvinia,ZA,-31.47,19.78,24.0,19,0,2.6,1585384421
267,3663516,Mâncio Lima,BR,-7.61,-72.9,22.82,91,100,1.01,1585384421
268,1496511,Novy Urengoy,RU,66.08,76.63,-7.42,96,3,4.56,1585384421
269,2965402,Clonakilty,IE,51.62,-8.87,7.78,70,4,4.6,1585384421
270,6613142,Vincennes,FR,48.85,2.43,8.33,75,14,3.1,1585384204
271,3994469,Ojinaga,MX,29.57,-104.42,20.0,19,1,9.3,1585384422
272,4013679,Coahuayana Viejo,MX,18.73,-103.68,22.68,40,0,1.33,1585384422
273,2112309,Katsuura,JP,35.13,140.3,14.44,87,75,10.3,1585384422
274,3883457,Lebu,CL,-37.62,-73.65,12.56,89,1,1.78,1585384422
275,4944903,Nantucket,US,41.28,-70.1,2.78,74,1,1.5,1585384217
276,1862505,Hirara,JP,24.8,125.28,23.0,83,75,7.2,1585384423
277,3435217,Corrientes,AR,-27.48,-58.83,21.67,94,76,1.0,1585384423
278,211647,Lodja,CD,-3.48,23.43,31.47,44,90,1.44,1585384424
279,1495385,Pelym,RU,61.01,62.0,5.24,66,78,4.11,1585384424
280,550902,Kez,RU,57.9,53.72,5.03,78,91,3.26,1585384424
281,2214827,Mizdah,LY,31.45,12.98,22.32,17,0,5.19,1585384424
282,1328421,Pathein,MM,16.78,94.73,32.81,42,58,5.99,1585384424
283,3855065,General Roca,AR,-39.03,-67.58,17.0,55,0,1.0,1585384425
284,5059429,Grand Forks,US,47.93,-97.03,-2.0,85,90,1.8,1585384128
285,3347019,Mossamedes,AO,-15.2,12.15,23.0,94,37,3.68,1585384425
286,2208248,Kaitangata,NZ,-46.28,169.85,10.56,76,5,1.34,1585384425
287,1629965,Tanete,ID,-3.94,119.78,27.64,81,100,2.67,1585384188
288,4103957,Cabot,US,34.97,-92.02,23.0,78,40,3.1,1585384391
289,935248,Sainte-Suzanne,RE,-20.91,55.61,30.0,70,27,2.6,1585384426
290,3146487,Raudeberg,NO,61.99,5.14,1.67,86,100,7.7,1585384426
291,1257298,Sapatgrām,IN,26.33,90.11,37.49,18,0,7.61,1585384426
292,3372472,Vila Franca do Campo,PT,37.72,-25.43,14.0,76,20,4.1,1585384427
293,3372760,Praia da Vitória,PT,38.73,-27.07,12.0,93,90,8.75,1585384427
294,1169607,Muzaffarabad,PK,34.37,73.47,17.03,44,91,1.6,1585384256
295,1067565,Beloha,MG,-25.17,45.05,30.13,53,17,4.58,1585384427
296,2070998,Geraldton,AU,-28.77,114.6,24.0,57,90,6.7,1585384428
297,3868633,Vallenar,CL,-28.57,-70.76,12.82,58,0,0.27,1585384428
298,3092472,Malbork,PL,54.04,19.03,12.22,53,7,0.5,1585384428
299,2510573,Teguise,ES,29.06,-13.56,17.0,77,20,2.6,1585384428
300,2136825,Isangel,VU,-19.55,169.27,26.29,81,76,8.43,1585384428
301,3441890,Departamento de Maldonado,UY,-34.67,-54.92,21.0,88,99,4.1,1585384429
302,1731248,Alugan,PH,12.22,125.48,27.61,72,83,3.25,1585384429
303,2093846,Kiunga,PG,-6.12,141.29,25.44,95,100,0.44,1585384429
304,2639323,Ripon,GB,54.14,-1.52,8.0,81,26,6.7,1585384429
305,1488903,Turukhansk,RU,65.82,87.98,-1.76,97,99,3.88,1585384430
306,583345,Aleksandrov Gay,RU,50.15,48.57,8.45,69,100,5.09,1585384430
307,3051718,Harkány,HU,45.85,18.24,14.0,44,96,1.5,1585384430
308,2021031,Kyren,RU,51.68,102.14,4.22,48,94,2.54,1585384430
309,3466165,Cidreira,BR,-30.18,-50.21,22.03,81,100,7.73,1585384430
310,1264409,Mahbūbābād,IN,17.62,80.02,39.45,19,0,1.15,1585384431
311,2297505,Navrongo,GH,10.9,-1.09,34.68,23,8,1.79,1585384431
312,217745,Bumba,CD,2.18,22.47,30.26,50,100,2.42,1585384139
313,3424607,Tasiilaq,GL,65.61,-37.64,-4.0,58,100,1.5,1585384431
314,3453837,Pindamonhangaba,BR,-22.92,-45.46,15.4,78,7,1.05,1585384411
315,2129376,Kushiro,JP,42.98,144.37,5.0,30,20,6.2,1585384432
316,4255151,Bud,US,39.45,-86.18,17.22,87,90,4.6,1585384432
317,2119538,Yelizovo,RU,53.19,158.38,1.0,100,90,6.0,1585384432
318,2400547,Gamba,GA,-2.65,10.0,28.48,77,71,1.71,1585384432
319,2034754,Shunyi,CN,40.12,116.65,16.11,11,0,3.0,1585384432
320,488466,Staroye Drozhzhanoye,RU,54.73,47.57,7.21,82,100,2.3,1585384433
321,2315026,Kasongo-Lunda,CD,-6.47,16.82,31.88,46,91,0.47,1585384433
322,3938415,Ilo,PE,-17.64,-71.34,22.1,77,93,3.38,1585384433
323,337152,Gebre Guracha,ET,9.8,38.4,24.3,14,64,1.81,1585384433
324,6100069,Peace River,CA,56.25,-117.29,-17.0,70,90,6.2,1585384434
325,3463762,Estrela,BR,-28.06,-50.94,14.04,73,97,2.12,1585384152
326,2171085,Coffs Harbour,AU,-30.3,153.13,22.0,88,75,2.1,1585384434
327,3932145,Pisco,PE,-13.7,-76.22,21.0,88,90,3.6,1585384434
328,1267433,Kattivākkam,IN,13.22,80.32,32.0,55,20,5.7,1585384435
329,1643837,Gorontalo,ID,0.54,123.06,28.91,72,82,0.3,1585384153
330,3355672,Lüderitz,NA,-26.65,15.16,19.0,55,0,4.1,1585384435
331,4945486,North Adams,US,42.7,-73.11,1.11,86,1,0.52,1585384436
332,1853483,Oyama,JP,36.3,139.8,14.44,93,90,8.7,1585384436
333,2026786,Berezovyy,RU,51.67,135.7,-5.27,80,46,4.42,1585384436
334,3985168,San Patricio,MX,19.22,-104.7,22.21,55,9,2.18,1585384437
335,3892454,Diego de Almagro,CL,-26.37,-70.05,9.85,58,1,0.1,1585384437
336,2094342,Kavieng,PG,-2.57,150.8,27.57,76,99,1.81,1585384437
337,5391295,Salinas,US,36.68,-121.66,10.0,81,20,0.24,1585384437
338,1732945,Cukai,MY,4.25,103.42,32.0,74,20,3.6,1585384438
339,2035410,Qian’an,CN,44.99,124.06,6.99,41,0,5.16,1585384438
340,1733874,Beaufort,MY,5.35,115.75,31.0,74,75,2.6,1585384438
341,1805680,Jingdezhen,CN,29.29,117.21,8.37,78,100,2.91,1585384439
342,4350461,Carroll,US,39.55,-77.02,13.0,100,90,1.5,1585384439
343,1500485,Listvyagi,RU,53.68,86.95,0.97,79,97,4.68,1585384439
344,2389691,Batangafo,CF,7.3,18.28,34.89,35,98,3.34,1585384439
345,3393692,Itarema,BR,-2.92,-39.92,24.62,91,47,2.97,1585384440
346,2374583,Bubaque,GW,11.28,-15.83,24.89,54,35,6.12,1585384440
347,53157,Qandala,SO,11.47,49.87,30.05,56,93,5.08,1585384440
348,748870,Çubuk,TR,40.24,33.03,11.0,87,75,2.1,1585384440
349,3842670,Olavarría,AR,-36.89,-60.32,18.89,95,30,2.1,1585384441
350,6166142,Thunder Bay,CA,48.4,-89.32,-1.11,100,20,1.5,1585384203
351,3465228,Coxim,BR,-18.51,-54.76,22.61,87,40,1.83,1585384441
352,602913,Skellefteå,SE,64.75,20.95,2.0,43,0,9.8,1585384441
353,2109701,Auki,SB,-8.77,160.7,27.57,80,98,5.66,1585384442
354,2322495,Tari,NG,12.41,4.49,35.81,9,1,3.86,1585384442
355,3520994,Puerto Escondido,MX,15.85,-97.07,25.11,68,0,2.71,1585384442
356,529505,Manturovo,RU,58.34,44.76,9.27,61,97,3.43,1585384443
357,3454061,Peruíbe,BR,-24.32,-47.0,22.34,79,7,2.44,1585384443
358,1812521,Donghai,CN,22.95,115.64,23.33,67,88,1.34,1585384443
359,3698359,Chicama,PE,-7.84,-79.15,23.02,71,98,1.23,1585384443
360,2022317,Khor,RU,47.89,134.95,-1.26,78,100,4.32,1585384444
361,2294915,Takoradze,GH,4.88,-1.76,29.06,73,11,2.16,1585384211
362,1895695,Kushima,JP,31.46,131.23,15.0,93,90,2.1,1585384444
363,3455029,Paratinga,BR,-12.69,-43.18,21.0,94,57,1.5,1585384444
364,5554428,Ketchikan,US,55.34,-131.65,4.0,93,90,1.5,1585384435
365,2618795,Klaksvík,FO,62.23,-6.59,2.0,59,84,3.6,1585384445
366,610091,Chingirlau,KZ,51.09,54.08,7.14,66,96,3.15,1585384445
367,1491230,Sovetskiy,RU,61.36,63.58,3.57,71,90,4.68,1585384445
368,2122605,Okhotsk,RU,59.38,143.3,-4.11,95,100,4.51,1585384445
369,300808,Silifke,TR,36.38,33.93,17.67,60,30,3.66,1585384445
370,2688250,Norrtälje,SE,59.76,18.7,8.33,56,13,5.1,1585384361
371,3911925,La Paz,BO,-16.5,-68.15,5.0,93,75,2.6,1585384270
372,3336897,La Rioja,ES,42.25,-2.5,5.0,86,18,2.6,1585384446
373,3393536,Olinda,BR,-8.01,-34.86,26.0,88,40,2.1,1585384446
374,533933,Lovozero,RU,68.0,35.01,1.17,90,100,4.83,1585384446
375,3835869,Santiago del Estero,AR,-27.8,-64.26,17.84,90,8,1.8,1585384447
376,5530022,San Angelo,US,31.46,-100.44,22.22,73,20,5.7,1585384447
377,3347353,Menongue,AO,-14.66,17.69,21.51,55,92,2.77,1585384447
378,3663475,Maraã,BR,-1.83,-65.37,23.55,91,100,0.72,1585384447
379,2293549,Abengourou,CI,6.73,-3.5,28.28,69,17,1.85,1585384448
380,1255816,Sompeta,IN,18.93,84.6,34.66,41,0,4.71,1585384448
381,3471451,Arraial do Cabo,BR,-22.97,-42.03,23.84,77,0,3.63,1585384448
382,4565346,Hatillo,PR,18.49,-66.83,23.89,100,1,3.13,1585384448
383,1260206,Pāsighāt,IN,28.07,95.33,25.65,54,92,0.41,1585384449
384,1513990,Gazli,UZ,40.13,63.45,16.64,24,0,1.4,1585384449
385,2108857,Gizo Government Station,SB,-8.1,156.84,28.54,73,88,2.67,1585384449
386,2152659,Port Macquarie,AU,-31.43,152.92,20.56,82,75,5.7,1585384395
